Number	BioSampleName	ServiceId	ServiceName	ServiceEName	SampleInfo_TotalLength	SampleInfo_NumRecords	SampleInfo_Context	SampleInfo_DNABarcodeName	RunDetails_WellSampleName	RunDetails_BioSampleUniqueId	RunDetails_InstrumentId	RunDetails_InstrumentName	RunDetails_WellUniqueId	RunDetails_TimeStampedName	RunDetails_RunName	RunDetails_CreatedBy	RunDetails_WhenCreated	RunDetails_WhenStarted	WellInfo_Name	WellInfo_WellName	WellInfo_Application	WellInfo_Concentration	WellInfo_OnPlateLoadingConcentration	WellInfo_InsertSize	WellInfo_IsoSeq	WellInfo_IsCCS	WellInfo_SampleReuseEnabled	WellInfo_StageHotstartEnabled	WellInfo_SizeSelectionEnabled	WellInfo_UseCount	WellInfo_DNAControlComplex	CellStat_ZMWs_input	CellStat_ZMWs_pass_filters	CellStat_ZMWs_fail_filters	CellStat_ZMWs_shortcut_filters	CellStat_ZMWs_with_tandem_repeats	CellStat_Below_SNR_threshold	CellStat_Median_length_filter	CellStat_Lacking_full_passes	CellStat_Heteroduplex_insertions	CellStat_Coverage_drops	CellStat_Insufficient_draft_cov	CellStat_Draft_too_different	CellStat_Draft_generation_error	CellStat_Draft_above_--max-length	CellStat_Draft_below_--min-length	CellStat_Reads_failed_polishing	CellStat_Empty_coverage_windows	CellStat_CCS_did_not_converge	CellStat_CCS_adapter_concatenation	CellStat_CCS_adapter_palindrome	CellStat_CCS_adapter_residue	CellStat_CCS_below_minimum_RQ	CellStat_Unknown_error	CellStat_ZMWs_missing_adapters	BAMPath	BamFileUniqueId	WellInfo_LibraryType	CellStat_ZMW_with_full-length_subread	CellStat_ZMW_with_control_failure	CellStat_ZMW_with_control_success	CellStat_HiFi_Reads	CellStat_HiFi_Yield_(bp)	CellStat_HiFi_Read_Length_(mean,_bp)	CellStat_HiFi_Read_Length_(median,_bp)	CellStat_HiFi_Read_Length_N50_(bp)	CellStat_HiFi_Read_Quality_(median)	CellStat_HiFi_Number_of_Passes_(mean)	CellStat_<Q20_Reads	CellStat_<Q20_Yield_(bp)	CellStat_<Q20_Read_Length_(mean,_bp)	CellStat_<Q20_Read_Length_(median,_bp)	CellStat_<Q20_Read_Quality_(median)	CellStat_>=Q30_Reads	CellStat_>=Q30_Yield_(bp)	CellStat_>=Q30_Read_Length_(mean,_bp)	CellStat_>=Q30_Read_Length_(median,_bp)	CellStat_>=Q30_Read_Quality_(median)	CellStat_Base_quality_>=Q30_(bp)	RunDetails_WhenCompleted	CellStat_Inputs	CellStat_Passed	CellStat_Failed	CellStat_Tandem_repeats	CellStat_Shortcut_filters	CellStat_Missing_adapters	XMLFilePath	Sample ID	RunDetails_WellSampleName_tmp
805	2017-329-S	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	100,365,111,394	6,445,126	m84210_241026_112046_s4	bc2089--bc2089	2017-329-S_WCB-Cell4 (2017-329-S)	47844230-9f3b-4ea7-bee1-2cd05705edcd	84210	Revio02-84210	7382b915-9199-4a41-86bf-2286fc2753cd	r84210_20241026_051431	2-20241026-22kb-8cell_Revio_2	admin	2024-10-26 04:55:14.779000+00:00	2024-10-26T05:15:12.473548Z	2017-329-S_WCB	D01	otherWGS	0	250	15992	false	true	false	false	false	0	Revio sequencing control	18,037,759	7,290,733 (40.42%)	10,747,026 (59.58%)	0 (0.000%)	38,301 (0.356%)	314,759 (2.929%)	895,371 (8.331%)	6,367,484 (59.25%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,820 (0.026%)	6,876 (0.064%)	0 (0.000%)	9 (0.000%)	14 (0.000%)	76 (0.001%)	0 (0.000%)	0 (0.000%)	182,340 (2.501%)	/dlst/tmp-Revio/r84210_20241026_051431/1_D01/hifi_reads/m84210_241026_112046_s4.hifi_reads.bc2089.bam	f341fc23-5816-498a-8d48-63601cd8f7ac		3,158,386 (29.39%)	1,102 (0.010%)	129 (0.001%)	6,997,769	106,392,459,228	15,203	15,076	15,076	35	9	292,964	4,525,220,735	15,446	15,280	17	4,954,603	72,921,836,723	14,717	14,627	38	98,881,289,845 (92.9%)								/dlst/tmp-Revio/r84210_20241026_051431/1_D01/pb_formats/m84210_241026_112046_s4.hifi_reads.bc2089.consensusreadset.xml	2017-329-S	2017-329-S_WCB
806	2017-335-M	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	101,396,345,538	5,701,922	m84065_241029_200021_s2	bc2094--bc2094	2017-335-M-Cell6 (2017-335-M)	a4a237f8-dc8d-49aa-afa9-1fbaa5416a21	84065	Revio01-84065	c4780fd4-19d6-4c2e-b34a-2b46cab3076b	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	2017-335-M	B01	otherWGS	0	250	20496	false	true	false	false	false	0	Revio sequencing control	12,408,694	5,858,241 (47.21%)	6,550,453 (52.79%)	0 (0.000%)	43,384 (0.662%)	181,117 (2.765%)	747,107 (11.40%)	3,885,949 (59.32%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	2,585 (0.039%)	6,479 (0.099%)	0 (0.000%)	5 (0.000%)	4 (0.000%)	48 (0.001%)	0 (0.000%)	0 (0.000%)	174,626 (2.981%)	/dlst/tmp-Revio/r84065_20241028_065030/2_B01/hifi_reads/m84065_241029_200021_s2.hifi_reads.bc2094.bam	c5af852c-bd1c-4554-a972-2b0a109ec49f		1,725,836 (26.35%)	1,085 (0.017%)	237 (0.004%)	5,716,072	101,811,618,737	17,811	17,629	17,629	37	9	142,169	2,553,520,376	17,961	17,659	17	4,512,851	78,348,965,871	17,361	17,250	39	96,751,081,606 (95.0%)								/dlst/tmp-Revio/r84065_20241028_065030/2_B01/pb_formats/m84065_241029_200021_s2.hifi_reads.bc2094.consensusreadset.xml	WCB	2017-335-M
807	25-10-01101-01473-1	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	101,363,171,639	6,112,263	m84065_241028_080838_s1	bc2081--bc2081	25-10-01101-01473-1-Cell1 (25-10-01101-01473-1)	60f494d4-34ea-4601-958b-2963fed61a48	84065	Revio01-84065	ea9d55e9-dc53-4280-aae8-98449b12b7dd	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	25-10-01101-01473-1	A01	humanWGS	0	250	20412	false	true	false	false	false	0	Revio sequencing control	18,375,997	6,390,088 (34.77%)	11,985,909 (65.23%)	0 (0.000%)	140,484 (1.172%)	348,968 (2.911%)	1,285,654 (10.73%)	7,490,656 (62.50%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	5,205 (0.043%)	10,119 (0.084%)	0 (0.000%)	22 (0.000%)	9 (0.000%)	87 (0.001%)	0 (0.000%)	0 (0.000%)	468,877 (7.338%)	/dlst/tmp-Revio/r84065_20241028_065030/1_A01/hifi_reads/m84065_241028_080838_s1.hifi_reads.bc2081.bam	552440e3-3e63-4bcd-8605-4555067f8afd		2,843,830 (23.73%)	1,165 (0.010%)	192 (0.002%)	6,128,268	101,808,608,462	16,612	15,923	15,923	34	8	261,820	4,382,791,368	16,739	16,029	17	4,291,416	69,795,804,302	16,264	15,594	37	94,790,899,769 (93.1%)								/dlst/tmp-Revio/r84065_20241028_065030/1_A01/pb_formats/m84065_241028_080838_s1.hifi_reads.bc2081.consensusreadset.xml	WCB	25-10-01101-01473-1
808	2017-321-y	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	113,283,696,186	6,848,856	m84065_241029_180052_s1	bc2083--bc2083	2017-321-y-Cell5 (2017-321-y)	7e472892-3ade-40d6-99cc-00c00d8c98d1	84065	Revio01-84065	e715cdc3-6edf-487b-9488-0fab3f7d2c67	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	2017-321-y	A01	otherWGS	0	250	20759	false	true	false	false	false	0	Revio sequencing control	18,346,610	7,132,729 (38.88%)	11,213,881 (61.12%)	0 (0.000%)	42,189 (0.376%)	387,725 (3.458%)	1,099,629 (9.806%)	6,804,446 (60.68%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	3,148 (0.028%)	7,290 (0.065%)	0 (0.000%)	2 (0.000%)	19 (0.000%)	52 (0.000%)	0 (0.000%)	0 (0.000%)	175,022 (2.454%)	/dlst/tmp-Revio/r84065_20241028_065030/2_A01/hifi_reads/m84065_241029_180052_s1.hifi_reads.bc2083.bam	b176888d-87fa-43f5-a2f3-eb1816b3c4ad		2,909,849 (25.95%)	1,482 (0.013%)	239 (0.002%)	6,863,298	113,725,985,407	16,570	16,310	16,310	36	9	269,431	4,537,889,691	16,842	16,526	17	5,025,803	80,206,189,044	15,958	15,759	39	106,246,122,299 (93.4%)								/dlst/tmp-Revio/r84065_20241028_065030/2_A01/pb_formats/m84065_241029_180052_s1.hifi_reads.bc2083.consensusreadset.xml	WCB	2017-321-y
809	25-10-01101-01473-2	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	93,624,926,051	5,685,039	m84065_241028_100810_s2	bc2082--bc2082	25-10-01101-01473-2-Cell2 (25-10-01101-01473-2)	910e6dcd-d2b8-4573-8d43-dc6474daea86	84065	Revio01-84065	7d0271d4-3275-49a7-90ed-27516e9ba19a	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	25-10-01101-01473-2	B01	humanWGS	0	250	19468	false	true	false	false	false	0	Revio sequencing control	17,771,703	5,929,736 (33.37%)	11,841,967 (66.63%)	0 (0.000%)	122,739 (1.036%)	338,711 (2.860%)	1,354,415 (11.44%)	7,479,805 (63.16%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	4,940 (0.042%)	9,619 (0.081%)	0 (0.000%)	4 (0.000%)	8 (0.000%)	42 (0.000%)	0 (0.000%)	0 (0.000%)	340,257 (5.738%)	/dlst/tmp-Revio/r84065_20241028_065030/1_B01/hifi_reads/m84065_241028_100810_s2.hifi_reads.bc2082.bam	ca773ba9-b1ae-47c9-af01-368cb5c61168		2,653,147 (22.41%)	1,101 (0.009%)	173 (0.001%)	5,704,244	94,110,628,059	16,498	15,853	15,853	34	8	225,492	3,723,284,945	16,511	15,863	17	4,066,505	65,874,789,927	16,199	15,565	37	87,706,771,356 (93.2%)								/dlst/tmp-Revio/r84065_20241028_065030/1_B01/pb_formats/m84065_241028_100810_s2.hifi_reads.bc2082.consensusreadset.xml	WCB	25-10-01101-01473-2
810	25-10-01101-01568-1	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	99,394,124,471	6,523,598	m84065_241029_101034_s4	bc2084--bc2084	25-10-01101-01568-1-Cell4 (25-10-01101-01568-1)	afcfe3d7-e0b3-4105-938a-e9480bad2829	84065	Revio01-84065	00cc91f4-a911-4457-a387-7bd421958162	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	25-10-01101-01568-1	D01	humanWGS	0	250	18142	false	true	false	false	false	0	Revio sequencing control	16,834,692	6,790,757 (40.34%)	10,043,935 (59.66%)	0 (0.000%)	158,205 (1.575%)	271,026 (2.698%)	1,098,344 (10.94%)	6,186,779 (61.60%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	5,137 (0.051%)	12,222 (0.122%)	0 (0.000%)	2 (0.000%)	9 (0.000%)	49 (0.000%)	0 (0.000%)	0 (0.000%)	340,633 (5.016%)	/dlst/tmp-Revio/r84065_20241028_065030/1_D01/hifi_reads/m84065_241029_101034_s4.hifi_reads.bc2084.bam	db634818-fa89-4b80-9af3-be1081e50dd7		2,469,061 (24.58%)	1,118 (0.011%)	187 (0.002%)	6,539,524	99,828,482,285	15,265	14,547	14,547	36	9	251,233	3,826,965,646	15,232	14,512	17	4,958,799	74,658,468,713	15,055	14,344	39	94,430,909,931 (94.6%)								/dlst/tmp-Revio/r84065_20241028_065030/1_D01/pb_formats/m84065_241029_101034_s4.hifi_reads.bc2084.consensusreadset.xml	WCB	25-10-01101-01568-1
811	2017-346-Y	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	100,581,976,954	6,038,668	m84065_241030_200228_s4	bc2004--bc2004	2017-346-Y-Cell8 (2017-346-Y)	fbf5aa75-d9d7-4e2c-b2b5-fa4072407327	84065	Revio01-84065	69ac68ec-1097-48b1-9067-d56aa400b997	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	2017-346-Y	D01	otherWGS	0	250	20055	false	true	false	false	false	0	Revio sequencing control	15,239,963	6,268,286 (41.13%)	8,971,677 (58.87%)	0 (0.000%)	57,342 (0.639%)	244,569 (2.726%)	963,485 (10.74%)	5,555,053 (61.92%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	3,446 (0.038%)	9,175 (0.102%)	0 (0.000%)	2 (0.000%)	7 (0.000%)	50 (0.001%)	0 (0.000%)	0 (0.000%)	204,167 (3.257%)	/dlst/tmp-Revio/r84065_20241028_065030/2_D01/hifi_reads/m84065_241030_200228_s4.hifi_reads.bc2004.bam	13c5f292-0b5d-4ec2-82fb-111d8350839d		2,194,493 (24.46%)	1,182 (0.013%)	213 (0.002%)	6,060,376	101,111,156,600	16,683	16,485	16,485	36	10	207,910	3,522,500,571	16,942	16,626	17	4,635,234	74,964,788,064	16,172	16,033	39	95,676,533,324 (94.6%)								/dlst/tmp-Revio/r84065_20241028_065030/2_D01/pb_formats/m84065_241030_200228_s4.hifi_reads.bc2004.consensusreadset.xml	WCB	2017-346-Y
812	25-10-01101-01473-3	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	101,627,467,966	5,946,729	m84065_241028_120736_s3	bc2083--bc2083	25-10-01101-01473-3-Cell3 (25-10-01101-01473-3)	955e0960-dfb5-4a7f-ab66-975f1cd4747b	84065	Revio01-84065	3c79ef87-7521-4c28-a3c2-566b96cb5332	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	25-10-01101-01473-3	C01	humanWGS	0	250	22039	false	true	false	false	false	0	Revio sequencing control	18,533,998	6,285,183 (33.91%)	12,248,815 (66.09%)	0 (0.000%)	158,920 (1.297%)	414,069 (3.380%)	1,411,532 (11.52%)	7,598,784 (62.04%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	1 (0.000%)	0 (0.000%)	0 (0.000%)	6,534 (0.053%)	15,301 (0.125%)	0 (0.000%)	5 (0.000%)	7 (0.000%)	60 (0.000%)	0 (0.000%)	0 (0.000%)	360,124 (5.730%)	/dlst/tmp-Revio/r84065_20241028_065030/1_C01/hifi_reads/m84065_241028_120736_s3.hifi_reads.bc2083.bam	f32e657d-1f86-4607-857a-240614ef3ff5		2,801,294 (22.87%)	1,049 (0.009%)	178 (0.001%)	5,963,982	102,098,398,849	17,119	16,320	16,320	34	8	321,201	5,622,506,872	17,504	16,712	17	4,109,145	68,225,251,575	16,603	15,841	37	94,298,677,452 (92.4%)								/dlst/tmp-Revio/r84065_20241028_065030/1_C01/pb_formats/m84065_241028_120736_s3.hifi_reads.bc2083.consensusreadset.xml	WCB	25-10-01101-01473-3
813	2017-344-9	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	100,819,294,746	6,523,560	m84065_241029_215946_s3	bc2003--bc2003	2017-344-9-Cell7 (2017-344-9)	f45da8e0-0c40-4493-9012-238b8d20a16f	84065	Revio01-84065	87c0ee02-3c46-4cde-b17d-e2a45ab95d72	r84065_20241028_065030	1-20241028-20kb-8cell_Revio	admin	2024-10-28 04:43:07.188000+00:00	2024-10-28T06:52:45.9645469Z	2017-344-9	C01	otherWGS	0	250	22950	false	true	false	false	false	0	Revio sequencing control	15,004,927	6,702,986 (44.67%)	8,301,941 (55.33%)	0 (0.000%)	42,213 (0.508%)	282,641 (3.405%)	846,808 (10.20%)	5,020,749 (60.48%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,628 (0.032%)	5,874 (0.071%)	0 (0.000%)	1 (0.000%)	10 (0.000%)	52 (0.001%)	0 (0.000%)	0 (0.000%)	184,696 (2.755%)	/dlst/tmp-Revio/r84065_20241028_065030/2_C01/hifi_reads/m84065_241029_215946_s3.hifi_reads.bc2003.bam	c69abba3-ddb4-4b52-8c9a-dca28aa35c78		2,141,876 (25.80%)	1,074 (0.013%)	228 (0.003%)	6,547,136	101,379,030,619	15,484	15,928	15,928	38	12	155,850	2,458,669,846	15,775	16,110	17	5,182,148	76,244,032,622	14,712	15,169	40	95,924,404,153 (94.6%)								/dlst/tmp-Revio/r84065_20241028_065030/2_C01/pb_formats/m84065_241029_215946_s3.hifi_reads.bc2003.consensusreadset.xml	WCB	2017-344-9
814	25-10-01101-01597-0	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	95,743,308,742	5,753,282	m84210_241030_051503_s2	bc2004--bc2004	25-10-01101-01597-0-Cell2 (25-10-01101-01597-0)	d0eb18cb-7fba-470f-82a5-63b811b7c61b	84210	Revio02-84210	e4d3344a-2940-44c6-88c4-cb2196ea0174	r84210_20241030_030341	2-20241030-20kb-8cell_Revio	admin	2024-10-30 01:05:29.970000+00:00	2024-10-30T03:08:36.0893878Z	25-10-01101-01597-0	B01	humanWGS	0	250	20413	false	true	false	false	false	0	Revio sequencing control	18,426,663	6,046,871 (32.82%)	12,379,792 (67.18%)	0 (0.000%)	121,123 (0.978%)	285,911 (2.309%)	1,266,409 (10.23%)	7,917,106 (63.95%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2 (0.000%)	0 (0.000%)	0 (0.000%)	4,281 (0.035%)	10,979 (0.089%)	0 (0.000%)	3 (0.000%)	9 (0.000%)	41 (0.000%)	0 (0.000%)	0 (0.000%)	258,910 (4.282%)	/dlst/tmp-Revio/r84210_20241030_030341/1_B01/hifi_reads/m84210_241030_051503_s2.hifi_reads.bc2004.bam	3774638e-ecdc-464f-bc5a-b6fd5fb7d9e2		2,893,988 (23.38%)	934 (0.008%)	127 (0.001%)	5,774,112	96,261,405,197	16,671	15,849	15,849	33	7	272,759	4,605,741,068	16,885	16,029	17	3,953,119	63,853,854,439	16,152	15,377	36	88,062,549,694 (91.5%)								/dlst/tmp-Revio/r84210_20241030_030341/1_B01/pb_formats/m84210_241030_051503_s2.hifi_reads.bc2004.consensusreadset.xml	WCB	25-10-01101-01597-0
815	2017-349-C	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	97,623,579,008	5,871,070	m84210_241031_130745_s1	bc2005--bc2005	2017-349-C-Cell5 (2017-349-C)	2ea0a5f8-eb8a-41cc-95a3-f1f9865e03c1	84210	Revio02-84210	481bf95d-a8ba-4418-8027-44f918691312	r84210_20241030_030341	2-20241030-20kb-8cell_Revio	admin	2024-10-30 01:05:29.970000+00:00	2024-10-30T03:08:36.0893878Z	2017-349-C	A01	otherWGS	0	250	21851	false	true	false	false	false	0	Revio sequencing control	14,207,389	6,037,724 (42.50%)	8,169,665 (57.50%)	0 (0.000%)	37,234 (0.456%)	304,789 (3.731%)	1,118,019 (13.69%)	4,619,988 (56.55%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,547 (0.031%)	4,898 (0.060%)	0 (0.000%)	6 (0.000%)	10 (0.000%)	46 (0.001%)	0 (0.000%)	0 (0.000%)	172,412 (2.856%)	/dlst/tmp-Revio/r84210_20241030_030341/2_A01/hifi_reads/m84210_241031_130745_s1.hifi_reads.bc2005.bam	011b8d7e-7b61-45fb-953a-6fda8c34a4b0		2,118,173 (25.93%)	1,006 (0.012%)	183 (0.002%)	5,891,909	98,143,789,628	16,657	16,859	16,859	37	11	145,815	2,550,071,301	17,488	17,576	17	4,522,568	72,078,344,105	15,937	16,191	40	92,406,793,663 (94.2%)								/dlst/tmp-Revio/r84210_20241030_030341/2_A01/pb_formats/m84210_241031_130745_s1.hifi_reads.bc2005.consensusreadset.xml	WCB	2017-349-C
816	2017-350-C	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	113,093,271,708	7,333,084	m84210_241031_150722_s2	bc2007--bc2007	2017-350-C-Cell6 (2017-350-C)	d1fe6b79-df00-4603-9a71-3ff2a83c1de1	84210	Revio02-84210	b2c383b2-cab7-49d9-aa54-608c4f695221	r84210_20241030_030341	2-20241030-20kb-8cell_Revio	admin	2024-10-30 01:05:29.970000+00:00	2024-10-30T03:08:36.0893878Z	2017-350-C	B01	otherWGS	0	250	17322	false	true	false	false	false	0	Revio sequencing control	16,278,346	7,576,870 (46.55%)	8,701,476 (53.45%)	0 (0.000%)	40,874 (0.470%)	348,840 (4.009%)	989,830 (11.38%)	4,906,915 (56.39%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,783 (0.032%)	5,819 (0.067%)	0 (0.000%)	3 (0.000%)	7 (0.000%)	52 (0.001%)	0 (0.000%)	0 (0.000%)	211,703 (2.794%)	/dlst/tmp-Revio/r84210_20241030_030341/2_B01/hifi_reads/m84210_241031_150722_s2.hifi_reads.bc2007.bam	0fad8e87-11cf-43f2-bca4-cfd5f8b70990		2,445,966 (28.11%)	1,091 (0.013%)	169 (0.002%)	7,351,957	113,601,834,609	15,451	15,283	15,283	37	10	224,913	3,527,848,456	15,685	15,531	17	5,701,420	86,401,425,824	15,154	15,011	40	107,471,668,735 (94.6%)								/dlst/tmp-Revio/r84210_20241030_030341/2_B01/pb_formats/m84210_241031_150722_s2.hifi_reads.bc2007.consensusreadset.xml	WCB	2017-350-C
817	25-10-01101-01579-2	E-202407-21164	20240729_질병관리본부_김봉조_de novo_1	20240729_KCDCP_KimBongjo_de novo_1	90,733,973,800	4,824,305	m84210_241030_071532_s3	bc2003--bc2003	25-10-01101-01579-2-Cell3 (25-10-01101-01579-2)	b9740e40-363c-4bc8-9b8b-37836de0f814	84210	Revio02-84210	60980c71-fe5d-4ce1-af31-69a9f1fc002a	r84210_20241030_030341	2-20241030-20kb-8cell_Revio	admin	2024-10-30 01:05:29.970000+00:00	2024-10-30T03:08:36.0893878Z	25-10-01101-01579-2	C01	humanWGS	0	250	20193	false	true	false	false	false	0	Revio sequencing control	18,007,383	5,131,499 (28.50%)	12,875,884 (71.50%)	0 (0.000%)	104,495 (0.812%)	288,795 (2.243%)	1,165,697 (9.053%)	8,441,410 (65.56%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2 (0.000%)	0 (0.000%)	0 (0.000%)	4,096 (0.032%)	11,288 (0.088%)	0 (0.000%)	0 (0.000%)	5 (0.000%)	36 (0.000%)	0 (0.000%)	0 (0.000%)	224,496 (4.375%)	/dlst/tmp-Revio/r84210_20241030_030341/1_C01/hifi_reads/m84210_241030_071532_s3.hifi_reads.bc2003.bam	ad977339-18f9-4784-a540-7e5961d5dd58		2,963,210 (23.01%)	1,211 (0.009%)	134 (0.001%)	4,847,279	91,308,103,724	18,836	18,186	18,186	32	6	284,220	5,500,820,672	19,354	18,726	17	2,940,332	53,091,539,002	18,056	17,527	35	81,503,195,487 (89.3%)								/dlst/tmp-Revio/r84210_20241030_030341/1_C01/pb_formats/m84210_241030_071532_s3.hifi_reads.bc2003.consensusreadset.xml	WCB	25-10-01101-01579-2
818	2017-314-D	E-202407-21098	20240704_서울시립대학교_김승일_de novo_1	20240704_uos_KSI_de novo_1	94,255,065,091	5,969,797	m84210_241031_190717_s4	bc2018--bc2018	2017-314-D-Cell8 (2017-314-D)	04b14781-89a1-404c-ad10-f36d42ac73a7	84210	Revio02-84210	a89be797-7d43-439c-b617-cc8f5d5ca621	r84210_20241030_030341	2-20241030-20kb-8cell_Revio	admin	2024-10-30 01:05:29.970000+00:00	2024-10-30T03:08:36.0893878Z	2017-314-D	D01	otherWGS	0	250	18092	false	true	false	false	false	0	Revio sequencing control	13,449,488	6,147,408 (45.71%)	7,302,080 (54.29%)	0 (0.000%)	33,024 (0.452%)	251,937 (3.450%)	824,636 (11.29%)	4,107,363 (56.25%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	0 (0.000%)	2,091 (0.029%)	4,482 (0.061%)	0 (0.000%)	6 (0.000%)	6 (0.000%)	35 (0.000%)	0 (0.000%)	0 (0.000%)	196,619 (3.198%)	/dlst/tmp-Revio/r84210_20241030_030341/2_D01/hifi_reads/m84210_241031_190717_s4.hifi_reads.bc2018.bam	9c6cb77d-ddf5-4d0c-85b1-af3b5e9152b7		2,110,348 (28.90%)	1,011 (0.014%)	164 (0.002%)	5,979,051	94,579,620,590	15,818	15,697	15,697	37	10	168,357	2,713,816,462	16,119	16,006	17	4,555,128	69,963,385,519	15,359	15,272	39	89,162,302,110 (94.3%)								/dlst/tmp-Revio/r84210_20241030_030341/2_D01/pb_formats/m84210_241031_190717_s4.hifi_reads.bc2018.consensusreadset.xml	WCB	2017-314-D
